n,alphaTarget,wallHandAlpha,whAlphaScaled,whBlendT_bp,turnBlockT,dtRowOK
2774,0.000,0.000,0.000,0.000,0.000,-1
2775,0.000,0.000,0.000,0.000,0.000,-1
2776,0.000,0.000,0.000,0.000,0.000,-1
2777,0.000,0.000,0.000,0.000,0.000,-1
2778,0.000,0.000,0.000,0.000,0.000,-1
2779,0.000,0.000,0.000,0.000,0.000,-1
2780,0.000,0.000,0.000,0.000,0.000,-1
2781,0.000,0.000,0.000,0.000,0.000,-1
2782,0.000,0.000,0.000,0.000,0.000,-1
2783,0.000,0.000,0.000,0.000,0.000,-1
2784,0.000,0.000,0.000,0.000,0.000,-1
2785,0.000,0.000,0.000,0.000,0.000,-1
2786,0.000,0.000,0.000,0.000,0.000,-1
2787,0.000,0.000,0.000,0.000,0.000,-1
2788,0.000,0.000,0.000,0.000,0.000,-1
2789,0.000,0.000,0.000,0.000,0.000,-1
2790,0.000,0.000,0.000,0.000,0.000,-1
2791,0.000,0.000,0.000,0.000,0.000,-1
2792,0.000,0.000,0.000,0.000,0.000,-1
2793,0.000,0.000,0.000,0.000,0.000,-1
2794,0.000,0.000,0.000,0.000,0.000,-1
2795,0.000,0.000,0.000,0.000,0.000,-1
2796,0.000,0.000,0.000,0.000,0.000,-1
2797,0.000,0.000,0.000,0.000,0.000,-1
2798,0.000,0.000,0.000,0.000,0.000,-1
2799,0.000,0.000,0.000,0.000,0.000,-1
2800,0.000,0.000,0.000,0.000,0.000,-1
2801,0.000,0.000,0.000,0.000,0.000,-1
2802,0.000,0.000,0.000,0.000,0.000,-1
2803,0.000,0.000,0.000,0.000,0.000,-1
2804,0.000,0.000,0.000,0.000,0.000,-1
2805,0.000,0.000,0.000,0.000,0.000,-1
2806,0.000,0.000,0.000,0.000,0.000,-1
2807,0.000,0.000,0.000,0.000,0.000,-1
2808,0.000,0.000,0.000,0.000,0.000,-1
2809,0.000,0.000,0.000,0.000,0.000,-1
2810,0.000,0.000,0.000,0.000,0.000,-1
2811,0.000,0.000,0.000,0.000,0.000,-1
2812,0.000,0.000,0.000,0.000,0.000,-1
2813,0.000,0.000,0.000,0.000,0.000,-1
2814,0.000,0.000,0.000,0.000,0.000,-1
2815,0.000,0.000,0.000,0.000,0.000,-1
2816,0.000,0.000,0.000,0.000,0.000,-1
2817,0.000,0.000,0.000,0.000,0.000,-1
2818,0.000,0.000,0.000,0.000,0.000,-1
2819,0.000,0.000,0.000,0.000,0.000,-1
2820,0.000,0.000,0.000,0.000,0.000,-1
2821,0.000,0.000,0.000,0.000,0.000,-1
2822,0.000,0.000,0.000,0.000,0.000,-1
2823,0.000,0.000,0.000,0.000,0.000,-1
2824,0.000,0.000,0.000,0.000,0.000,-1
2825,0.000,0.000,0.000,0.000,0.000,-1
2826,0.000,0.000,0.000,0.000,0.000,-1
2827,0.000,0.000,0.000,0.000,0.000,-1
2828,0.000,0.000,0.000,0.000,0.000,-1
2829,0.000,0.000,0.000,0.000,0.000,-1
2830,0.000,0.000,0.000,0.000,0.000,-1
2831,0.000,0.000,0.000,0.000,0.000,-1
2832,0.000,0.000,0.000,0.000,0.000,-1
2833,0.000,0.000,0.000,0.000,0.000,-1
2834,0.000,0.000,0.000,0.000,0.000,-1
2835,0.000,0.000,0.000,0.000,0.000,-1
2836,0.000,0.000,0.000,0.000,0.000,-1
2837,0.000,0.000,0.000,0.000,0.000,-1
2838,0.000,0.000,0.000,0.000,0.000,-1
2839,0.000,0.000,0.000,0.000,0.000,-1
2840,0.000,0.000,0.000,0.000,0.000,-1
2841,0.000,0.000,0.000,0.000,0.000,-1
2842,0.000,0.000,0.000,0.000,0.000,-1
2843,0.000,0.000,0.000,0.000,0.000,-1
2844,0.000,0.000,0.000,0.000,0.000,-1
2845,0.000,0.000,0.000,0.000,0.000,-1
2846,0.000,0.000,0.000,0.000,0.000,-1
2847,0.000,0.000,0.000,0.000,0.000,-1
2848,0.000,0.000,0.000,0.000,0.000,-1
2849,0.000,0.000,0.000,0.000,0.000,-1
2850,0.000,0.000,0.000,0.000,0.000,-1
2851,0.000,0.000,0.000,0.000,0.000,-1
2852,0.000,0.000,0.000,0.000,0.000,-1
2853,0.000,0.000,0.000,0.000,0.000,-1
2854,0.000,0.000,0.000,0.000,0.000,-1
2855,0.000,0.000,0.000,0.000,0.000,-1
2856,0.000,0.000,0.000,0.000,0.000,-1
2857,0.000,0.000,0.000,0.000,0.000,-1
2858,0.000,0.000,0.000,0.000,0.000,-1
2859,0.000,0.000,0.000,0.000,0.000,-1
2860,0.000,0.000,0.000,0.000,0.000,-1
2861,0.000,0.000,0.000,0.000,0.000,-1
2862,0.000,0.000,0.000,0.000,0.000,-1
2863,0.000,0.000,0.000,0.000,0.000,-1
2864,0.000,0.000,0.000,0.000,0.000,-1
2865,0.000,0.000,0.000,0.000,0.000,-1
2866,0.000,0.000,0.000,0.000,0.000,-1
2867,0.000,0.000,0.000,0.000,0.000,-1
2868,0.000,0.000,0.000,0.000,0.000,-1
2869,0.000,0.000,0.000,0.000,0.000,-1
2870,0.000,0.000,0.000,0.000,0.000,-1
2871,0.000,0.000,0.000,0.000,0.000,-1
2872,0.000,0.000,0.000,0.000,0.000,-1
2873,0.000,0.000,0.000,0.000,0.000,-1
2874,0.000,0.000,0.000,0.000,0.000,-1
2875,0.000,0.000,0.000,0.000,0.000,-1
2876,0.000,0.000,0.000,0.000,0.000,-1
2877,0.000,0.000,0.000,0.000,0.000,-1
2878,0.000,0.000,0.000,0.000,0.000,-1
2879,0.000,0.000,0.000,0.000,0.000,-1
2880,0.000,0.000,0.000,0.000,0.000,-1
2881,0.000,0.000,0.000,0.000,0.000,-1
2882,0.000,0.000,0.000,0.000,0.000,-1
2883,0.000,0.000,0.000,0.000,0.000,-1
2884,0.000,0.000,0.000,0.000,0.000,-1
2885,0.000,0.000,0.000,0.000,0.000,-1
2886,0.000,0.000,0.000,0.000,0.000,-1
2887,0.000,0.000,0.000,0.000,0.000,-1
2888,0.000,0.000,0.000,0.000,0.000,-1
2889,0.000,0.000,0.000,0.000,0.000,-1
2890,0.000,0.000,0.000,0.000,0.000,-1
2891,0.000,0.000,0.000,0.000,0.000,-1
2892,0.000,0.000,0.000,0.000,0.000,-1
2893,0.000,0.000,0.000,0.000,0.000,-1
2894,0.000,0.000,0.000,0.000,0.000,-1
2895,0.000,0.000,0.000,0.000,0.000,-1
2896,0.000,0.000,0.000,0.000,0.000,-1
2897,0.000,0.000,0.000,0.000,0.000,-1
2898,0.000,0.000,0.000,0.000,0.000,-1
2899,0.000,0.000,0.000,0.000,0.000,-1
2900,0.000,0.000,0.000,0.000,0.000,-1
2901,0.000,0.000,0.000,0.000,0.000,-1
2902,0.000,0.000,0.000,0.000,0.000,-1
2903,0.000,0.000,0.000,0.000,0.000,-1
2904,0.000,0.000,0.000,0.000,0.000,-1
2905,0.000,0.000,0.000,0.000,0.000,-1
2906,0.000,0.000,0.000,0.000,0.000,-1
2907,0.000,0.000,0.000,0.000,0.000,-1
2908,0.000,0.000,0.000,0.000,0.000,-1
2909,0.000,0.000,0.000,0.000,0.000,-1
2910,0.000,0.000,0.000,0.000,0.000,-1
2911,0.000,0.000,0.000,0.000,0.000,-1
2912,0.000,0.000,0.000,0.000,0.000,-1
2913,0.000,0.000,0.000,0.000,0.000,-1
2914,0.000,0.000,0.000,0.000,0.000,-1
2915,0.000,0.000,0.000,0.000,0.000,-1
2916,0.000,0.000,0.000,0.000,0.000,-1
2917,0.000,0.000,0.000,0.000,0.000,-1
2918,0.000,0.000,0.000,0.000,0.000,-1
2919,0.000,0.000,0.000,0.000,0.000,-1
2920,0.000,0.000,0.000,0.000,0.000,-1
2921,0.000,0.000,0.000,0.000,0.000,-1
2922,0.000,0.000,0.000,0.000,0.000,-1
2923,0.000,0.000,0.000,0.000,0.000,-1
2924,0.000,0.000,0.000,0.000,0.000,-1
2925,0.000,0.000,0.000,0.000,0.000,-1
2926,0.000,0.000,0.000,0.000,0.000,-1
2927,0.000,0.000,0.000,0.000,0.000,-1
2928,0.000,0.000,0.000,0.000,0.000,-1
2929,0.000,0.000,0.000,0.000,0.000,-1
2930,0.000,0.000,0.000,0.000,0.000,-1
2931,0.000,0.000,0.000,0.000,0.000,-1
2932,0.000,0.000,0.000,0.000,0.000,-1
2933,0.000,0.000,0.000,0.000,0.000,-1
2934,0.000,0.000,0.000,0.000,0.000,-1
2935,0.000,0.000,0.000,0.000,0.000,-1
2936,0.000,0.000,0.000,0.000,0.000,-1
2937,0.000,0.000,0.000,0.000,0.000,-1
2938,0.000,0.000,0.000,0.000,0.000,-1
2939,0.000,0.000,0.000,0.000,0.000,-1
2940,0.000,0.000,0.000,0.000,0.000,-1
2941,0.000,0.000,0.000,0.000,0.000,-1
2942,0.000,0.000,0.000,0.000,0.000,-1
2943,0.000,0.000,0.000,0.000,0.000,-1
2944,0.000,0.000,0.000,0.000,0.000,-1
2945,0.000,0.000,0.000,0.000,0.000,-1
2946,0.000,0.000,0.000,0.000,0.000,-1
2947,0.000,0.000,0.000,0.000,0.000,-1
2948,0.000,0.000,0.000,0.000,0.000,-1
2949,0.000,0.000,0.000,0.000,0.000,-1
2950,0.000,0.000,0.000,0.000,0.000,-1
2951,0.000,0.000,0.000,0.000,0.000,-1
2952,0.000,0.000,0.000,0.000,0.000,-1
2953,0.000,0.000,0.000,0.000,0.000,-1
2954,0.000,0.000,0.000,0.000,0.000,-1
2955,0.000,0.000,0.000,0.000,0.000,-1
2956,0.000,0.000,0.000,0.000,0.000,-1
2957,0.000,0.000,0.000,0.000,0.000,-1
2958,0.000,0.000,0.000,0.000,0.000,-1
2959,0.000,0.000,0.000,0.000,0.000,-1
2960,0.000,0.000,0.000,0.000,0.000,-1
2961,0.000,0.000,0.000,0.000,0.000,-1
2962,0.000,0.000,0.000,0.000,0.000,-1
2963,0.000,0.000,0.000,0.000,0.000,-1
2964,0.000,0.000,0.000,0.000,0.000,-1
2965,0.000,0.000,0.000,0.000,0.000,-1
2966,0.000,0.000,0.000,0.000,0.000,-1
2967,0.000,0.000,0.000,0.000,0.000,-1
2968,0.000,0.000,0.000,0.000,0.000,-1
2969,0.000,0.000,0.000,0.000,0.000,-1
2970,0.000,0.000,0.000,0.000,0.000,-1
2971,0.000,0.000,0.000,0.000,0.000,-1
2972,0.000,0.000,0.000,0.000,0.000,-1
2973,0.000,0.000,0.000,0.000,0.000,-1
2974,0.000,0.000,0.000,0.000,0.000,-1
2975,0.000,0.000,0.000,0.000,0.000,-1
2976,0.000,0.000,0.000,0.000,0.000,-1
2977,0.000,0.000,0.000,0.000,0.000,-1
2978,0.000,0.000,0.000,0.000,0.000,-1
2979,0.000,0.000,0.000,0.000,0.000,-1
2980,0.000,0.000,0.000,0.000,0.000,-1
2981,0.000,0.000,0.000,0.000,0.000,-1
2982,0.000,0.000,0.000,0.000,0.000,-1
2983,0.000,0.000,0.000,0.000,0.000,-1
2984,0.000,0.000,0.000,0.000,0.000,-1
2985,0.000,0.000,0.000,0.000,0.000,-1
2986,0.000,0.000,0.000,0.000,0.000,-1
2987,0.000,0.000,0.000,0.000,0.000,-1
2988,0.000,0.000,0.000,0.000,0.000,-1
2989,0.000,0.000,0.000,0.000,0.000,-1
2990,0.000,0.000,0.000,0.000,0.000,-1
2991,0.000,0.000,0.000,0.000,0.000,-1
2992,0.000,0.000,0.000,0.000,0.000,-1
2993,0.000,0.000,0.000,0.000,0.000,-1
2994,0.000,0.000,0.000,0.000,0.000,-1
2995,0.000,0.000,0.000,0.000,0.000,-1
2996,0.000,0.000,0.000,0.000,0.000,-1
2997,0.000,0.000,0.000,0.000,0.000,-1
2998,0.000,0.000,0.000,0.000,0.000,-1
2999,0.000,0.000,0.000,0.000,0.000,-1
3000,0.000,0.000,0.000,0.000,0.000,-1
3001,0.000,0.000,0.000,0.000,0.000,-1
3002,0.000,0.000,0.000,0.000,0.000,-1
3003,0.000,0.000,0.000,0.000,0.000,-1
3004,0.000,0.000,0.000,0.000,0.000,-1
3005,0.000,0.000,0.000,0.000,0.000,-1
3006,0.000,0.000,0.000,0.000,0.000,-1
3007,0.000,0.000,0.000,0.000,0.000,-1
3008,0.000,0.000,0.000,0.000,0.000,-1
3009,0.000,0.000,0.000,0.000,0.000,-1
3010,0.000,0.000,0.000,0.000,0.000,-1
3011,0.000,0.000,0.000,0.000,0.000,-1
3012,0.000,0.000,0.000,0.000,0.000,-1
3013,0.000,0.000,0.000,0.000,0.000,-1
3014,0.000,0.000,0.000,0.000,0.000,-1
3015,0.000,0.000,0.000,0.000,0.000,-1
3016,0.000,0.000,0.000,0.000,0.000,-1
3017,0.000,0.000,0.000,0.000,0.000,-1
3018,0.000,0.000,0.000,0.000,0.000,-1
3019,0.000,0.000,0.000,0.000,0.000,-1
3020,0.000,0.000,0.000,0.000,0.000,-1
3021,0.000,0.000,0.000,0.000,0.000,-1
3022,0.000,0.000,0.000,0.000,0.000,-1
3023,0.000,0.000,0.000,0.000,0.000,-1
3024,0.000,0.000,0.000,0.000,0.000,-1
3025,0.000,0.000,0.000,0.000,0.000,-1
3026,0.000,0.000,0.000,0.000,0.000,-1
3027,0.000,0.000,0.000,0.000,0.000,-1
3028,0.000,0.000,0.000,0.000,0.000,-1
3029,0.000,0.000,0.000,0.000,0.000,-1
3030,0.000,0.000,0.000,0.000,0.000,-1
3031,0.000,0.000,0.000,0.000,0.000,-1
3032,0.000,0.000,0.000,0.000,0.000,-1
3033,0.000,0.000,0.000,0.000,0.000,-1
3034,0.000,0.000,0.000,0.000,0.000,-1
3035,0.000,0.000,0.000,0.000,0.000,-1
3036,0.000,0.000,0.000,0.000,0.000,-1
3037,0.000,0.000,0.000,0.000,0.000,-1
3038,0.000,0.000,0.000,0.000,0.000,-1
3039,0.000,0.000,0.000,0.000,0.000,-1
3040,0.000,0.000,0.000,0.000,0.000,-1
3041,0.000,0.000,0.000,0.000,0.000,-1
3042,0.000,0.000,0.000,0.000,0.000,-1
3043,0.000,0.000,0.000,0.000,0.000,-1
3044,0.000,0.000,0.000,0.000,0.000,-1
3045,0.000,0.000,0.000,0.000,0.000,-1
3046,0.000,0.000,0.000,0.000,0.000,-1
3047,0.000,0.000,0.000,0.000,0.000,-1
3048,0.000,0.000,0.000,0.000,0.000,-1
3049,0.000,0.000,0.000,0.000,0.000,-1
3050,0.000,0.000,0.000,0.000,0.000,-1
3051,0.000,0.000,0.000,0.000,0.000,-1
3052,0.000,0.000,0.000,0.000,0.000,-1
3053,0.000,0.000,0.000,0.000,0.000,-1
3054,0.000,0.000,0.000,0.000,0.000,-1
3055,0.000,0.000,0.000,0.000,0.000,-1
3056,0.000,0.000,0.000,0.000,0.000,-1
3057,0.000,0.000,0.000,0.000,0.000,-1
3058,0.000,0.000,0.000,0.000,0.748,-1
3059,0.000,0.000,0.000,0.000,0.594,-1
3060,0.000,0.000,0.000,0.000,0.437,-1
3061,0.000,0.000,0.000,0.000,0.278,-1
3062,0.000,0.000,0.000,0.000,0.121,-1
3063,0.000,0.000,0.000,0.000,0.000,-1
3064,0.000,0.000,0.000,0.000,0.000,-1
3065,0.000,0.000,0.000,0.000,0.000,-1
3066,0.000,0.000,0.000,0.000,0.000,-1
3067,0.000,0.000,0.000,0.000,0.000,-1
3068,0.000,0.000,0.000,0.000,0.000,-1
3069,0.000,0.000,0.000,0.000,0.000,-1
3070,0.000,0.000,0.000,0.000,0.000,-1
3071,0.000,0.000,0.000,0.000,0.000,-1
3072,0.000,0.000,0.000,0.000,0.000,-1
3073,0.000,0.000,0.000,0.000,0.000,-1
3074,0.000,0.000,0.000,0.000,0.800,-1
3075,0.000,0.000,0.000,0.000,0.800,-1
3076,0.000,0.000,0.000,0.000,0.700,-1
3077,0.000,0.000,0.000,0.000,0.545,-1
3078,0.000,0.000,0.000,0.000,0.369,-1
3079,0.000,0.000,0.000,0.000,0.219,-1
3080,0.000,0.000,0.000,0.000,0.800,-1
3081,0.000,0.000,0.000,0.000,0.775,-1
3082,0.000,0.000,0.000,0.000,0.617,-1
3083,0.000,0.000,0.000,0.000,0.800,-1
3084,0.000,0.000,0.000,0.000,0.775,-1
3085,0.000,0.000,0.000,0.000,0.625,-1
3086,0.000,0.000,0.000,0.000,0.473,-1
3087,0.000,0.000,0.000,0.000,0.318,-1
3088,0.000,0.000,0.000,0.000,0.800,-1
3089,0.000,0.000,0.000,0.000,0.800,-1
3090,0.000,0.000,0.000,0.000,0.800,-1
3091,0.000,0.000,0.000,0.000,0.747,-1
3092,0.000,0.000,0.000,0.000,0.800,-1
3093,0.000,0.000,0.000,0.000,0.720,-1
3094,0.000,0.000,0.000,0.000,0.548,-1
3095,0.000,0.000,0.000,0.000,0.394,-1
3096,0.000,0.000,0.000,0.000,0.243,-1
3097,0.000,0.000,0.000,0.000,0.088,-1
3098,0.000,0.000,0.000,0.000,0.000,-1
3099,0.000,0.000,0.000,0.000,0.000,-1
3100,0.000,0.000,0.000,0.000,0.000,-1
3101,0.000,0.000,0.000,0.000,0.000,-1
3102,0.000,0.000,0.000,0.000,0.000,-1
3103,0.000,0.000,0.000,0.000,0.000,-1
3104,0.000,0.000,0.000,0.000,0.000,-1
3105,0.000,0.000,0.000,0.000,0.800,-1
3106,0.000,0.000,0.000,0.000,0.753,-1
3107,0.000,0.000,0.000,0.000,0.587,-1
3108,0.000,0.000,0.000,0.000,0.417,-1
3109,0.000,0.000,0.000,0.000,0.705,-1
3110,0.000,0.000,0.000,0.000,0.535,-1
3111,0.000,0.000,0.000,0.000,0.360,-1
3112,0.000,0.000,0.000,0.000,0.208,-1
3113,0.000,0.000,0.000,0.000,0.800,-1
3114,0.000,0.000,0.000,0.000,0.800,-1
3115,0.000,0.000,0.000,0.000,0.724,-1
3116,0.000,0.000,0.000,0.000,0.574,-1
3117,0.000,0.000,0.000,0.000,0.409,-1
3118,0.000,0.000,0.000,0.000,0.258,-1
3119,0.000,0.000,0.000,0.000,0.083,-1
3120,0.000,0.000,0.000,0.000,0.000,-1
3121,0.000,0.000,0.000,0.000,0.000,-1
3122,0.000,0.000,0.000,0.000,0.000,-1
3123,0.000,0.000,0.000,0.000,0.800,-1
3124,0.000,0.000,0.000,0.000,0.738,-1
3125,0.000,0.000,0.000,0.000,0.587,-1
3126,0.000,0.000,0.000,0.000,0.749,-1
3127,0.000,0.000,0.000,0.000,0.800,-1
3128,0.000,0.000,0.000,0.000,0.647,-1
3129,0.000,0.000,0.000,0.000,0.496,-1
3130,0.000,0.000,0.000,0.000,0.340,-1
3131,0.000,0.000,0.000,0.000,0.186,-1
3132,0.000,0.000,0.000,0.000,0.026,-1
3133,0.000,0.000,0.000,0.000,0.000,-1
3134,0.000,0.000,0.000,0.000,0.000,-1
3135,0.000,0.000,0.000,0.000,0.000,-1
3136,0.000,0.000,0.000,0.000,0.000,-1
3137,0.000,0.000,0.000,0.000,0.000,-1
3138,0.000,0.000,0.000,0.000,0.000,-1
3139,0.000,0.000,0.000,0.000,0.800,-1
3140,0.000,0.000,0.000,0.000,0.753,-1
3141,0.000,0.000,0.000,0.000,0.586,-1
3142,0.000,0.000,0.000,0.000,0.411,-1
3143,0.000,0.000,0.000,0.000,0.258,-1
3144,0.000,0.000,0.000,0.000,0.106,-1
3145,0.000,0.000,0.000,0.000,0.000,-1
3146,0.000,0.000,0.000,0.000,0.000,-1
3147,0.000,0.000,0.000,0.000,0.800,-1
3148,0.000,0.000,0.000,0.000,0.800,-1
3149,0.000,0.000,0.000,0.000,0.800,-1
3150,0.000,0.000,0.000,0.000,0.800,-1
3151,0.000,0.000,0.000,0.000,0.800,-1
3152,0.000,0.000,0.000,0.000,0.800,-1
3153,0.000,0.000,0.000,0.000,0.800,-1
3154,0.000,0.000,0.000,0.000,0.800,-1
3155,0.000,0.000,0.000,0.000,0.800,-1
3156,0.000,0.000,0.000,0.000,0.651,-1
3157,0.000,0.000,0.000,0.000,0.488,-1
3158,0.000,0.000,0.000,0.000,0.337,-1
3159,0.000,0.000,0.000,0.000,0.184,-1
3160,0.000,0.000,0.000,0.000,0.014,-1
3161,0.000,0.000,0.000,0.000,0.000,-1
3162,0.000,0.000,0.000,0.000,0.000,-1
3163,0.000,0.000,0.000,0.000,0.000,-1
3164,0.000,0.000,0.000,0.000,0.000,-1
3165,0.000,0.000,0.000,0.000,0.000,-1
3166,0.000,0.000,0.000,0.000,0.000,-1
3167,0.000,0.000,0.000,0.000,0.000,-1
3168,0.000,0.000,0.000,0.000,0.000,-1
3169,0.000,0.000,0.000,0.000,0.000,-1
3170,0.000,0.000,0.000,0.000,0.000,-1
3171,0.000,0.000,0.000,0.000,0.000,-1
3172,0.000,0.000,0.000,0.000,0.000,-1
3173,0.000,0.000,0.000,0.000,0.000,-1
3174,0.000,0.000,0.000,0.000,0.000,-1
3175,0.000,0.000,0.000,0.000,0.000,-1
3176,0.000,0.000,0.000,0.000,0.800,-1
3177,0.000,0.000,0.000,0.000,0.662,-1
3178,0.000,0.000,0.000,0.000,0.500,-1
3179,0.000,0.000,0.000,0.000,0.339,-1
3180,0.000,0.000,0.000,0.000,0.179,-1
3181,0.000,0.000,0.000,0.000,0.017,-1
3182,0.000,0.000,0.000,0.000,0.000,-1
3183,0.000,0.000,0.000,0.000,0.000,-1
3184,0.000,0.000,0.000,0.000,0.000,-1
3185,0.000,0.000,0.000,0.000,0.000,-1
3186,0.000,0.000,0.000,0.000,0.000,-1
3187,0.000,0.000,0.000,0.000,0.000,-1
3188,0.000,0.000,0.000,0.000,0.000,-1
3189,0.000,0.000,0.000,0.000,0.000,-1
3190,0.000,0.000,0.000,0.000,0.000,-1
3191,0.000,0.000,0.000,0.000,0.000,-1
3192,0.000,0.000,0.000,0.000,0.000,-1
3193,0.000,0.000,0.000,0.000,0.800,-1
3194,0.000,0.000,0.000,0.000,0.800,-1
3195,0.000,0.000,0.000,0.000,0.800,-1
3196,0.000,0.000,0.000,0.000,0.774,-1
3197,0.000,0.000,0.000,0.000,0.751,-1
3198,0.000,0.000,0.000,0.000,0.600,-1
3199,0.000,0.000,0.000,0.000,0.426,-1
3200,0.000,0.000,0.000,0.000,0.269,-1
3201,0.000,0.000,0.000,0.000,0.114,-1
3202,0.000,0.000,0.000,0.000,0.000,-1
3203,0.000,0.000,0.000,0.000,0.771,-1
3204,0.000,0.000,0.000,0.000,0.595,-1
3205,0.000,0.000,0.000,0.000,0.442,-1
3206,0.000,0.000,0.000,0.000,0.290,-1
3207,0.000,0.000,0.000,0.000,0.800,-1
3208,0.000,0.000,0.000,0.000,0.800,-1
3209,0.000,0.000,0.000,0.000,0.800,-1
3210,0.000,0.000,0.000,0.000,0.800,-1
3211,0.000,0.000,0.000,0.000,0.800,-1
3212,0.000,0.000,0.000,0.000,0.697,-1
3213,0.000,0.000,0.000,0.000,0.539,-1
3214,0.000,0.000,0.000,0.000,0.377,-1
3215,0.000,0.000,0.000,0.000,0.224,-1
3216,0.000,0.000,0.000,0.000,0.067,-1
3217,0.000,0.000,0.000,0.000,0.000,-1
3218,0.000,0.000,0.000,0.000,0.000,-1
3219,0.000,0.000,0.000,0.000,0.000,-1
3220,0.000,0.000,0.000,0.000,0.000,-1
3221,0.000,0.000,0.000,0.000,0.800,-1
3222,0.000,0.000,0.000,0.000,0.800,-1
3223,0.000,0.000,0.000,0.000,0.800,-1
3224,0.000,0.000,0.000,0.000,0.800,-1
3225,0.000,0.000,0.000,0.000,0.800,-1
3226,0.000,0.000,0.000,0.000,0.750,-1
3227,0.000,0.000,0.000,0.000,0.701,-1
3228,0.000,0.000,0.000,0.000,0.546,-1
3229,0.000,0.000,0.000,0.000,0.371,-1
3230,0.000,0.000,0.000,0.000,0.199,-1
3231,0.000,0.000,0.000,0.000,0.046,-1
3232,0.000,0.000,0.000,0.000,0.000,-1
3233,0.000,0.000,0.000,0.000,0.000,-1
3234,0.000,0.000,0.000,0.000,0.000,-1
3235,0.000,0.000,0.000,0.000,0.000,-1
3236,0.000,0.000,0.000,0.000,0.000,-1
3237,0.000,0.000,0.000,0.000,0.000,-1
3238,0.000,0.000,0.000,0.000,0.000,-1
3239,0.000,0.000,0.000,0.000,0.000,-1
3240,0.000,0.000,0.000,0.000,0.000,-1
3241,0.000,0.000,0.000,0.000,0.000,-1
3242,0.000,0.000,0.000,0.000,0.000,-1
3243,0.000,0.000,0.000,0.000,0.000,-1
3244,0.000,0.000,0.000,0.000,0.000,-1
3245,0.000,0.000,0.000,0.000,0.000,-1
3246,0.000,0.000,0.000,0.000,0.000,-1
3247,0.000,0.000,0.000,0.000,0.000,-1
3248,0.000,0.000,0.000,0.000,0.000,-1
3249,0.000,0.000,0.000,0.000,0.000,-1
3250,0.000,0.000,0.000,0.000,0.000,-1
3251,0.000,0.000,0.000,0.000,0.000,-1
3252,0.000,0.000,0.000,0.000,0.000,-1
3253,0.000,0.000,0.000,0.000,0.000,-1
3254,0.000,0.000,0.000,0.000,0.000,-1
3255,0.000,0.000,0.000,0.000,0.000,-1
3256,0.000,0.000,0.000,0.000,0.000,-1
3257,0.000,0.000,0.000,0.000,0.000,-1
3258,0.000,0.000,0.000,0.000,0.000,-1
3259,0.000,0.000,0.000,0.000,0.000,-1
3260,0.000,0.000,0.000,0.000,0.000,-1
3261,0.000,0.000,0.000,0.000,0.000,-1
3262,0.000,0.000,0.000,0.000,0.000,-1
3263,0.000,0.000,0.000,0.000,0.000,-1
3264,0.000,0.000,0.000,0.000,0.000,-1
3265,0.000,0.000,0.000,0.000,0.000,-1
3266,0.000,0.000,0.000,0.000,0.000,-1
3267,0.000,0.000,0.000,0.000,0.000,-1
3268,0.000,0.000,0.000,0.000,0.000,-1
3269,0.000,0.000,0.000,0.000,0.000,-1
3270,0.000,0.000,0.000,0.000,0.000,-1
3271,0.000,0.000,0.000,0.000,0.000,-1
3272,0.000,0.000,0.000,0.000,0.000,-1
3273,0.000,0.000,0.000,0.000,0.000,-1
3274,0.000,0.000,0.000,0.000,0.000,-1
3275,0.000,0.000,0.000,0.000,0.000,-1
3276,0.000,0.000,0.000,0.000,0.000,-1
3277,0.000,0.000,0.000,0.000,0.000,-1
3278,0.000,0.000,0.000,0.000,0.000,-1
3279,0.000,0.000,0.000,0.000,0.000,-1
3280,0.000,0.000,0.000,0.000,0.000,-1
3281,0.000,0.000,0.000,0.000,0.000,-1
3282,0.000,0.000,0.000,0.000,0.000,-1
3283,0.000,0.000,0.000,0.000,0.000,-1
3284,0.000,0.000,0.000,0.000,0.000,-1
3285,0.000,0.000,0.000,0.000,0.000,-1
3286,0.000,0.000,0.000,0.000,0.000,-1
3287,0.000,0.000,0.000,0.000,0.800,-1
3288,0.000,0.000,0.000,0.000,0.800,-1
3289,0.000,0.000,0.000,0.000,0.800,-1
3290,0.000,0.000,0.000,0.000,0.800,-1
3291,0.000,0.000,0.000,0.000,0.800,-1
3292,0.000,0.000,0.000,0.000,0.664,-1
3293,0.000,0.000,0.000,0.000,0.505,-1
3294,0.000,0.000,0.000,0.000,0.349,-1
3295,0.000,0.000,0.000,0.000,0.193,-1
3296,0.000,0.000,0.000,0.000,0.035,-1
3297,0.000,0.000,0.000,0.000,0.000,-1
3298,0.000,0.000,0.000,0.000,0.777,-1
3299,0.000,0.000,0.000,0.000,0.621,-1
3300,0.000,0.000,0.000,0.000,0.465,-1
3301,0.000,0.000,0.000,0.000,0.800,-1
3302,0.000,0.000,0.000,0.000,0.800,-1
3303,0.000,0.000,0.000,0.000,0.800,-1
3304,0.000,0.000,0.000,0.000,0.800,-1
3305,0.000,0.000,0.000,0.000,0.778,-1
3306,0.000,0.000,0.000,0.000,0.619,-1
3307,0.000,0.000,0.000,0.000,0.800,-1
3308,0.000,0.000,0.000,0.000,0.800,-1
3309,0.000,0.000,0.000,0.000,0.800,-1
